Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Moisture,Soil Type,Crop,Yield
102.0121974084347,24.987696278789798,50.04145201389024,28.302756449449994,92.82366410666933,6.1960977517430385,20.366789502143924,69.95290520721286,Sandy Loam,Muskmelon,1395
99.91984684878202,16.915913837674292,47.96935526653482,29.69965403985831,94.20821831758077,6.28445822107517,26.33031211728628,70.06939171602372,Sandy Loam,Muskmelon,1420
109.98399059951869,22.025846822193916,47.009875775292194,29.00756781297393,91.78598926008033,6.3417616173997775,24.931832756329634,70.11884123903259,Sandy Loam,Muskmelon,1420
108.14809766200938,22.07926479784557,47.06387629598161,28.436089244155898,91.63148016564823,6.160822760627028,25.225105499448002,69.87746317760502,Sandy Loam,Muskmelon,1424
81.86483788075283,13.052607419336882,51.88096815200814,27.208113959103432,94.67962966463712,6.4469103389183315,26.473508357162586,70.15696914898895,Sandy Loam,Muskmelon,1431
94.02137818095173,5.038585334017,55.030937398928614,28.555319416051734,91.80254510870957,5.899413258328688,26.987237742235372,70.00209421956636,Sandy Loam,Muskmelon,1500
109.98508184192767,25.005937408289174,54.06550446231194,28.896299684115537,90.72362951523618,6.459941445374151,23.399968070468383,69.93714886904624,Sandy Loam,Muskmelon,1515
117.04076080316518,24.999893175204498,54.043286593604236,28.51755067142907,92.35943209725139,6.111588272422721,29.091885956359175,69.95083071707941,Sandy Loam,Muskmelon,1550
119.9672647009214,23.05122235712324,54.98031895455132,27.682833327750043,91.43931422493795,6.827048735259167,26.389960719738525,70.03679852278833,Sandy Loam,Muskmelon,1643
94.79043900951629,23.17705220741354,45.018497645334996,27.955408272205656,90.32937913601198,6.3360240521491,21.131218011016305,70.08409270299245,Sandy Loam,Muskmelon,1655
105.9730580700541,19.931131476302763,50.95105611566504,29.572833120818906,91.02267499106486,6.287113210306168,20.46424423803057,70.06423067200566,Sandy Loam,Muskmelon,1700
103.78868936204566,24.870831432287495,50.901191941359045,29.136719962137082,93.94198040468505,6.60119113588909,23.592884449053727,69.85057479058591,Sandy Loam,Muskmelon,1715
98.00612808065328,21.990659665000347,46.98659550745966,29.130692813432994,91.81674802113135,6.443737428367464,28.889081782300668,69.9567404601983,Sandy Loam,Muskmelon,1730
95.08307249632722,20.985840061782277,46.85348080588985,27.9847473397372,93.5937540968372,6.3143931943813865,20.536591259891058,69.94599756375254,Sandy Loam,Muskmelon,1750
100.02845938843925,13.981345008232237,48.996435405932246,29.335689619419558,91.08820276099163,6.2626460982334935,26.010479960463524,69.91638560232856,Sandy Loam,Muskmelon,1750
108.89554988145146,11.973527100434723,47.94038551977237,29.569323398973598,92.11588700671349,6.64106926973065,20.83854201436981,70.02329196770725,Sandy Loam,Muskmelon,1770
118.0627400297998,11.948857726249885,46.91475468919044,27.67446655958126,92.16381880606401,6.136229852787831,29.06052752854617,69.88073533515583,Sandy Loam,Muskmelon,1770
83.0414486430265,11.063819165957419,52.974943704298845,29.669853248982776,92.88835173525732,6.3885499503324095,21.963676401339292,70.05343541969312,Sandy Loam,Muskmelon,1775
94.98598608888906,26.99727533639021,54.816206670674674,28.514563576300493,91.24322770838506,5.989923940107894,20.95456088357009,70.09683365015358,Sandy Loam,Muskmelon,1789
119.91497670000298,25.12795690914017,50.06855767304917,27.898013951209496,94.85684115107607,6.262902178130539,21.952659313382455,70.06263018971354,Sandy Loam,Muskmelon,1800
116.17331029613679,24.783954357203587,49.87228853963959,29.431563827781403,92.8019854975579,6.043766796458415,28.889557283011747,70.05274071545682,Sandy Loam,Muskmelon,1825
82.85163051063081,15.046608913937085,48.933199123951965,28.943088831716793,91.45894587271707,6.363918031689018,23.07302779921668,69.93218879558133,Sandy Loam,Muskmelon,1830
100.89460346869724,24.966092429893838,51.935011734887965,29.09251829920663,94.09004570340814,6.568731155557422,22.43642579869973,69.8846063386413,Sandy Loam,Muskmelon,1849
114.85327224438802,17.96423256046625,53.07537658481046,29.045138560757838,94.11328190637425,5.946148061554148,22.13072402917132,69.88896705252347,Sandy Loam,Muskmelon,1850
113.9155109625159,30.07174352751343,50.87332382215619,29.219657648493566,90.00415469248303,6.058765041140371,25.910070704872076,70.01477214999609,Sandy Loam,Muskmelon,1948
98.93678738759368,12.111772394695794,51.94809094912349,28.619868823103268,94.21934436916655,5.970923232873834,22.337571279820477,69.98669517170794,Sandy Loam,Muskmelon,1969
114.05282901903063,27.02210076710899,47.78430287183172,27.85715423644039,92.86016894591559,6.497198316187333,26.300397390159006,70.12564706173696,Sandy Loam,Muskmelon,1989
111.08439908170283,14.86273700620851,53.87972725648029,27.700909649649777,92.95408723993997,6.114966504461131,22.040912714828078,69.77875142363985,Sandy Loam,Muskmelon,2000
94.92185187056748,25.875232900007703,45.10319321174053,29.863516124843162,94.66277237540938,6.235150165218202,28.249875979491886,69.95995560233587,Sandy Loam,Muskmelon,2029
108.75459992304893,25.901435762272413,44.96544936793351,28.41423030686924,90.39262162247529,6.290323224688949,21.720567893283906,70.06894775819484,Sandy Loam,Muskmelon,2029
86.92944428331784,13.999178894590637,47.930296734815705,29.479226851943316,92.47942474580252,6.609107592953255,29.20757770778084,69.89780024327216,Sandy Loam,Muskmelon,2222
79.97687930997624,18.117781374850935,51.05567204192052,27.979083747691742,91.8733489193753,6.77744445219434,20.63915500879526,70.11997585630623,Sandy Loam,Muskmelon,2250
107.95051643690043,25.77386798073116,52.18307960419151,28.88373410062261,94.28341857510804,6.124186485767755,26.140666445916825,70.03259204282548,Sandy Loam,Muskmelon,2312
99.9468969051778,5.9094335500093536,53.04688034507861,28.914757812577566,94.04063860160737,6.204742585517961,23.423869836162723,70.04007429567501,Sandy Loam,Muskmelon,2400
89.99112851295509,15.004694621989467,52.02189344486967,26.923829883290026,91.49773382556158,6.315997443726231,23.76835289858193,69.96659159530883,Sandy Loam,Muskmelon,2540
86.8865716397787,20.989434192491,51.86908544233432,27.306710603259475,94.19199939360924,6.098503433819816,27.270769225069433,70.05783200813876,Sandy Loam,Muskmelon,2570
106.95990592301422,11.084435078395998,53.96344294307468,28.60805298234843,91.2647220526458,6.0076695504939375,29.530663153107724,70.15971088652724,Sandy Loam,Muskmelon,2579
117.90988689370248,18.0314003735735,52.04642882458483,27.99538089543405,90.96775341957918,6.719554387888482,20.696340950732566,70.14207308164927,Sandy Loam,Muskmelon,2599
110.92306459467255,4.817625230402702,47.07283761640254,27.994141714646897,91.4151072242927,6.106594697849755,21.307245378553755,70.14601628718096,Sandy Loam,Muskmelon,2600
87.08452934541164,25.083708298989038,45.84525898008585,27.42171593780351,90.1588069111576,6.3566694125316765,21.749064571788214,70.07997499165123,Sandy Loam,Muskmelon,2619
84.10030307927472,20.954184036994207,55.08312746786134,28.51252219408194,94.76107240489337,6.54731091265051,21.175709383916278,70.08000099393246,Sandy Loam,Muskmelon,2630
109.75004684501918,14.917719344262565,47.97538512855988,28.65599299572965,92.84002700665556,6.1923150823590865,27.39153674446986,69.90647379593779,Sandy Loam,Muskmelon,3000
107.10963881019698,21.85781560297494,53.77972179486886,28.018132207118956,90.97641081795675,6.469071380238172,21.662483729397664,69.98228897078039,Sandy Loam,Muskmelon,3000
114.08441066804136,8.010601078861045,51.95349284446333,29.430254978299622,94.43740169416293,6.313344305849202,28.236785628371344,70.05855737896458,Sandy Loam,Muskmelon,3000
99.04327815426677,5.977568734047251,45.95890921775091,28.68150432113411,94.16964897860952,6.43884197037998,29.032783988087438,69.8808133713519,Sandy Loam,Muskmelon,3400
79.9277436529806,17.881623591189484,51.946782416667,27.912921461022123,91.31504559586169,6.616873217861692,23.936700357867704,70.11763112605843,Sandy Loam,Muskmelon,3500
117.06696887970647,23.99616222395998,52.93555507694083,29.218792864842197,92.33760474779768,6.417387943359655,21.313806695835872,69.93870056185386,Sandy Loam,Muskmelon,3539
98.10842907156457,26.03123213514189,48.92132222644792,27.203155894444233,90.59999713400865,6.146303589279788,23.53433771421553,70.15724504018495,Sandy Loam,Muskmelon,4000
94.96591472201197,30.03795174062288,51.85215457575194,29.469021616518262,90.37789778057105,6.636970403749703,25.995507109088827,70.00302876869956,Sandy Loam,Muskmelon,4000
82.84584908282201,6.9128742450881395,44.8407351298081,28.95707325665258,90.90446257520372,6.847046452182402,25.408202343113757,69.9117540289837,Sandy Loam,Muskmelon,4080
101.06603731336747,17.025919105619614,46.894142546726016,29.57133799249399,94.72753333499752,6.080285549912088,26.353712896170563,69.92936226350626,Sandy Loam,Muskmelon,4255
101.8692514109559,10.917171964975076,46.98273400296598,28.020095299963725,92.6754637734279,6.496623359538842,27.262260081396775,69.88224531939902,Sandy Loam,Muskmelon,4550
117.09302876412721,25.078526328127733,52.9260099869678,29.316589632366203,92.12316190446438,6.529995929774958,24.437657755198817,69.96582423970796,Sandy Loam,Muskmelon,4779
114.91771234061451,9.081465437559979,51.77761080523821,29.157138888964255,91.02830425274787,6.057781719803023,29.192747410727964,70.10869265184057,Sandy Loam,Muskmelon,4802
81.00338113819018,24.81146965832199,48.87295235809849,29.784229031432265,93.18066043597157,6.117405220884731,26.20126596724451,70.13469036668025,Sandy Loam,Muskmelon,4811
84.95095976822817,21.025722916901433,52.04101421688225,29.578062813673384,90.10090034147514,6.309191367712526,23.79305525055318,69.99841753455958,Sandy Loam,Muskmelon,4896
120.03475536515913,7.9936953343587405,46.04733411879584,29.580776093615114,90.67454502375192,6.587894546856426,28.453293717517724,69.88752923240052,Sandy Loam,Muskmelon,5109
97.87249825148773,6.974404629233537,44.981914595272194,27.605330989767495,92.4787671148008,6.136066578208293,26.77753276536564,69.93281022403595,Sandy Loam,Muskmelon,5200
103.96104626859756,24.96933231590537,54.93456775052444,29.84172583077574,90.30933174828962,6.190269770009427,22.765434504475234,69.93463990110332,Sandy Loam,Muskmelon,5209
101.91289289634614,23.78642601276973,53.860640556426496,27.59459655148697,91.14320854972306,6.795340317113874,22.834925999993516,70.02437853776054,Sandy Loam,Muskmelon,5555
113.12796870612996,19.87745437809327,47.92074630327461,27.491788767344147,94.70471680710041,6.274167308849155,27.117024443307386,69.98883297983718,Sandy Loam,Muskmelon,6000
84.91009463722884,8.806079674324769,52.85957518696406,28.05494767394183,92.97177443115396,6.298468528354929,28.78223865941084,69.97701338466882,Sandy Loam,Muskmelon,6263
115.04559517563423,12.167164659612192,51.984892359458925,27.463860464015166,95.00144966129608,6.689356207205963,20.745645474033473,70.0672985957733,Sandy Loam,Muskmelon,6500
86.01291987150852,18.119201840652668,45.019690489525665,28.75005983202029,90.73011882697092,6.4020805041206135,22.371505144823654,69.94257912304715,Sandy Loam,Muskmelon,6500
95.11462751488708,13.363097603140197,46.018766932131236,29.811797736833775,93.84547458248508,6.1862884372145786,23.267321755337864,69.79158383026419,Sandy Loam,Muskmelon,6584
82.1300563090744,17.934632125228458,47.887157672962566,29.07872983573547,94.0238274203532,6.120728055811666,26.63563153495995,69.88583569729242,Sandy Loam,Muskmelon,6724
114.95292670303849,16.964886666832,54.966530937340394,27.62650748915036,94.0998679742474,6.818624472417475,28.315939620841956,70.01842838492686,Sandy Loam,Muskmelon,6886
117.05633779755007,18.958468885461908,55.18524811848578,28.726957139898342,91.74553223066216,6.026815092269685,25.16767146513212,69.86451694448553,Sandy Loam,Muskmelon,7000
111.00068049781312,4.8206984917553894,52.024392344575595,29.863203579016897,94.05926281719223,6.157329401512398,21.037224936985254,70.06110636194687,Sandy Loam,Muskmelon,7000
102.00558754468375,10.988411622206513,44.91743715939732,29.12094198854368,93.04652689926895,6.308418081148688,24.078746344660647,70.01915496370692,Sandy Loam,Muskmelon,7000
84.10392646749472,28.929615755518313,49.09974486370246,29.89907739467042,93.93341414208066,6.039078124282298,20.290611804475574,70.13683274019706,Sandy Loam,Muskmelon,8500
109.89639118364079,14.19860722018043,50.90658198623917,26.903924830241753,91.77891644286686,5.967781284211714,21.289503239658764,69.98511568334405,Sandy Loam,Muskmelon,9391
98.18717563971262,25.939506358149668,52.162228476770565,27.25488467802377,90.72368209123745,6.282527801008119,28.713856536093974,69.95431580010006,Sandy Loam,Muskmelon,10049
80.9660231236311,29.914641973247953,47.91005643662298,28.474253141298128,92.0251969227492,6.025216244374628,29.93053233295559,69.94449444491207,Sandy Loam,Muskmelon,10181
106.05188670286122,9.989860615298896,49.136750910507146,27.639401009297462,91.88759699233648,6.363330385530984,20.216389926322908,70.10522258692319,Sandy Loam,Muskmelon,11124
107.06716972395907,11.998517275595033,46.07774850212368,29.808871968816792,93.49633290768162,6.600730802383652,27.58720225634502,70.00690567634592,Sandy Loam,Muskmelon,11261
24.0,44.0,17.0,29.8596912,80.03499648,6.666380512,50.66487502,86.13,Loamy ,MungBean,700
25.0,59.0,19.0,29.06631494,83.6869203,6.626629798,43.95183726,86.13,Loamy ,MungBean,700
32.0,56.0,21.0,27.38538997,88.66663953,6.702772465,58.29933073,86.13,Loamy ,MungBean,700
19.0,39.0,17.0,29.2808618,81.8009244,6.890156495,44.47427436,86.13,Loamy ,MungBean,700
6.0,47.0,18.0,29.16174608,80.28038146,6.715276663,40.16545979,86.13,Loamy ,MungBean,750
8.0,45.0,18.0,27.93034941,85.42058715,7.011030515,43.25095608,86.13,Loamy ,MungBean,800
39.0,37.0,15.0,28.9973145,83.78911515,6.821747052,59.84499208,86.13,Loamy ,MungBean,800
4.0,40.0,21.0,28.79728147,80.45744422,6.725551062,44.30070517,86.13,Loamy ,MungBean,800
14.0,48.0,21.0,29.24598976,84.80084105,6.991242362,53.43228915,86.13,Loamy ,MungBean,850
10.0,37.0,22.0,28.7275267,89.12760359,7.069747814,58.52974279,86.13,Loamy ,MungBean,900
1.0,48.0,24.0,29.34594634,85.60472562,6.232836962,59.03629954,86.13,Loamy ,MungBean,950
11.0,46.0,24.0,27.65280218,89.80650642,6.459252023,56.52558045,86.13,Loamy ,MungBean,1100
40.0,58.0,15.0,29.46416042,87.60890009,6.978400282,43.15411472,86.13,Loamy ,MungBean,1100
30.0,37.0,25.0,29.89129144,80.14487166,7.120032489,54.7960127,86.13,Loamy ,MungBean,1200
26.0,54.0,17.0,28.5474135,88.9570454,6.27258822,49.4897245,86.13,Loamy ,MungBean,1200
23.0,45.0,23.0,28.77653519,86.69133979,6.983130466,56.12443206,86.13,Loamy ,MungBean,1325
20.0,45.0,22.0,29.5888162,89.9939693,6.904587016,54.96121262,86.13,Loamy ,MungBean,1400
36.0,43.0,21.0,28.36319404,84.8593608,7.140437859,52.93031105,86.13,Loamy ,MungBean,1400
36.0,38.0,15.0,28.36363858,87.59810657,6.320662012,57.99524359,86.13,Loamy ,MungBean,1400
37.0,50.0,23.0,29.65296893,88.48587386,6.5304707,56.01913159,86.13,Loamy ,MungBean,1400
11.0,60.0,23.0,27.33684386,88.50229102,7.033012777,51.09802625,86.13,Loamy ,MungBean,1500
4.0,41.0,20.0,28.14720892,83.8001509,6.647965508,37.44800463,86.13,Loamy ,MungBean,1500
17.0,58.0,20.0,28.06642822,85.91625451,6.42937879,39.23831035,86.13,Loamy ,MungBean,1600
9.0,57.0,24.0,29.89232778,89.71503316,7.165121109,42.99498978,86.13,Loamy ,MungBean,1700
37.0,49.0,25.0,29.9145443,85.85384444,6.415459592,41.39081525,86.13,Loamy ,MungBean,1700
31.0,40.0,22.0,29.40889385,86.16063492,6.365513634,53.35486977,86.13,Loamy ,MungBean,1700
6.0,37.0,17.0,28.08657178,80.35005927,6.760694228,38.14476781,86.13,Loamy ,MungBean,1750
31.0,48.0,17.0,28.88078945,86.94206817,6.594739424,53.79732545,86.13,Loamy ,MungBean,1800
10.0,56.0,16.0,28.17432665,81.04554836,6.828187499,36.35720652,86.13,Loamy ,MungBean,1900
34.0,59.0,23.0,28.56212158,83.24855855,6.935804256,56.48265193,86.13,Loamy ,MungBean,1900
28.0,45.0,23.0,29.65021184,80.29868321,6.489259136,56.76278363,86.13,Loamy ,MungBean,2000
32.0,57.0,22.0,28.6899851,87.50436797,6.769415888,44.56598352,86.13,Loamy ,MungBean,2000
10.0,59.0,22.0,28.60901145,86.99495766,7.155685016,36.94616965,86.13,Loamy ,MungBean,2000
21.0,44.0,18.0,27.06909959,86.89934108,7.12851089,50.46746116,86.13,Loamy ,MungBean,2000
22.0,54.0,20.0,28.56149805,83.63802195,6.689825155,41.013132,86.13,Loamy ,MungBean,2000
29.0,45.0,16.0,28.43683487,87.91332682,6.583381939,43.12063289,86.13,Loamy ,MungBean,2000
8.0,54.0,20.0,28.3340432,80.77275974,7.034214276,38.7976407,86.13,Loamy ,MungBean,2100
36.0,55.0,20.0,27.01470397,84.34262707,6.635968698,55.296354,86.13,Loamy ,MungBean,2100
0.0,49.0,18.0,29.68361658,87.93598094,6.990095452,41.82490236,86.13,Loamy ,MungBean,2100
20.0,40.0,15.0,29.57329479,88.07505524,7.199495368,45.04467075,86.13,Loamy ,MungBean,2100
21.0,39.0,20.0,28.14448546,82.1193047,7.064782138,46.75690086,86.13,Loamy ,MungBean,2200
10.0,59.0,15.0,29.83040388,89.30428305,6.32400451,58.86687093,86.13,Loamy ,MungBean,2200
34.0,47.0,19.0,27.31372793,85.44815232,6.568795404,53.15223123,86.13,Loamy ,MungBean,2200
33.0,37.0,19.0,27.92678579,86.5543196,7.183189922,43.4826194,86.13,Loamy ,MungBean,2200
36.0,43.0,22.0,27.82684262,87.16679147,6.389882166,58.37249772,86.13,Loamy ,MungBean,2300
7.0,60.0,25.0,28.2753171,82.76020821,6.397636709,56.04995423,86.13,Loamy ,MungBean,2300
34.0,60.0,25.0,29.78416743,85.16906976,6.79385576,40.77872823,86.13,Loamy ,MungBean,2400
33.0,60.0,15.0,28.95172351,81.67085323,6.510840928,56.51103293,86.13,Loamy ,MungBean,2400
6.0,48.0,24.0,28.6362812,84.61431076,6.790736339,48.48319335,86.13,Loamy ,MungBean,2400
2.0,47.0,15.0,29.86860065,85.99127934,6.401455706,58.41394143,86.13,Loamy ,MungBean,2400
31.0,51.0,25.0,27.53592929,85.5701901,7.196774236,53.01899249,86.13,Loamy ,MungBean,2500
19.0,53.0,22.0,27.8640132,80.4513142,6.852884643,42.83053902,86.13,Loamy ,MungBean,2500
35.0,41.0,18.0,28.70562673,81.59200689,6.705008504,59.87065439,86.13,Loamy ,MungBean,2500
22.0,56.0,17.0,29.87888063,87.32761241,6.89077995,44.75215854,86.13,Loamy ,MungBean,2600
31.0,37.0,21.0,27.23924995,86.404241,6.713410626,37.31236904,86.13,Loamy ,MungBean,2600
38.0,36.0,21.0,28.02952623,84.8845732,6.556372966,36.12042927,86.13,Loamy ,MungBean,2600
24.0,53.0,17.0,28.95451232,89.07866095,6.421271178,57.65901369,86.13,Loamy ,MungBean,2700
1.0,59.0,23.0,27.46852989,87.17649,7.184398832,43.78420984,86.13,Loamy ,MungBean,2700
24.0,42.0,23.0,28.22471276,82.35916228,6.428054409,44.01206619,86.13,Loamy ,MungBean,3000
31.0,58.0,15.0,27.11026483,84.96771717,7.121571293,51.52617423,86.13,Loamy ,MungBean,3000
29.0,36.0,25.0,28.28511547,88.4393979,7.130278657,48.56690235,86.13,Loamy ,MungBean,3000
2.0,39.0,15.0,28.07219563,82.9116472,6.478557136,49.61865305,86.13,Loamy ,MungBean,3000
4.0,59.0,25.0,27.68515114,81.94268594,6.227134139,54.62243308,86.13,Loamy ,MungBean,3000
30.0,44.0,16.0,29.73013036,82.89166381,6.442335593,50.91511275,86.13,Loamy ,MungBean,3000
5.0,45.0,21.0,28.36291385,88.00989267,6.487124217,43.05130077,86.13,Loamy ,MungBean,3000
28.0,46.0,16.0,29.008124,84.96089355,6.664187809,45.91011391,86.13,Loamy ,MungBean,3200
9.0,48.0,20.0,29.66461594,84.28187572,6.377568542,56.09542002,86.13,Loamy ,MungBean,3200
21.0,51.0,15.0,29.36488409,89.1886954,6.679127482,48.30159325,86.13,Loamy ,MungBean,3200
25.0,48.0,21.0,28.438097,83.48991368,6.267684328,52.55469976,86.13,Loamy ,MungBean,3350
9.0,48.0,22.0,27.77076285,87.09979549,6.402926221,49.50812624,86.13,Loamy ,MungBean,3400
4.0,44.0,19.0,27.95639663,83.52706038,6.921993878,43.25726752,86.13,Loamy ,MungBean,3475
31.0,53.0,16.0,28.7420098,85.81675947,6.452006451,48.54598575,86.13,Loamy ,MungBean,3500
13.0,57.0,25.0,28.30041493,86.20681554,6.86308576,50.47333854,86.13,Loamy ,MungBean,3500
23.0,59.0,25.0,27.8262623,88.73100226,6.320768488,56.68833819,86.13,Loamy ,MungBean,3500
9.0,35.0,20.0,27.41503453,80.98004661,6.91380932,40.53173216,86.13,Loamy ,MungBean,3500
34.0,35.0,21.0,28.44524991,82.67639542,6.684381357,58.18713162,86.13,Loamy ,MungBean,3500
8.0,50.0,21.0,28.62911222,89.1148059,6.218923893,50.49913241,86.13,Loamy ,MungBean,3600
14.0,57.0,15.0,29.8757015,83.14796296,6.623438282,40.12044158,86.13,Loamy ,MungBean,3600
2.0,38.0,18.0,27.53632932,89.92908171,6.619891498,45.48591922,86.13,Loamy ,MungBean,3600
35.0,52.0,19.0,27.10606808,89.89593328,6.698574085,37.45680611,86.13,Loamy ,MungBean,3600
19.0,35.0,24.0,27.11030369,83.64274107,6.883308033,49.11964582,86.13,Loamy ,MungBean,3800
35.0,48.0,15.0,27.10818093,87.4512669,6.981758362,55.03723979,86.13,Loamy ,MungBean,3800
20.0,41.0,20.0,29.27308605,89.4875022,7.073048264,50.9246554,86.13,Loamy ,MungBean,3800
25.0,40.0,21.0,27.73329078,81.13903037,6.248900919,44.17580911,86.13,Loamy ,MungBean,3900
14.0,41.0,17.0,29.12939524,88.48312598,7.085982325,36.45012824,86.13,Loamy ,MungBean,3900
21.0,38.0,21.0,29.75538903,86.45193297,6.637677489,37.54602719,86.13,Loamy ,MungBean,4000
13.0,47.0,20.0,29.21780035,87.93724219,6.54450214,43.1386631,86.13,Loamy ,MungBean,4000
34.0,45.0,21.0,28.18837136,82.60629652,6.287380117,37.01110438,86.13,Loamy ,MungBean,4000
33.0,57.0,17.0,27.89636126,88.71782287,6.78415271,57.79863368,86.13,Loamy ,MungBean,4000
4.0,36.0,22.0,27.60887393,86.13316408,7.012740397,43.80041104,86.13,Loamy ,MungBean,4000
22.0,37.0,20.0,27.62749466,86.49366929,6.605733068,39.26137642,86.13,Loamy ,MungBean,4000
40.0,51.0,17.0,28.66086349,86.12194568,6.860602782,50.01534317,86.13,Loamy ,MungBean,4000
20.0,45.0,17.0,28.17458662,83.69659318,6.770955317,37.2464655,86.13,Loamy ,MungBean,4150
14.0,37.0,15.0,27.96235681,83.97586797,6.581351374,48.9366954,86.13,Loamy ,MungBean,5000
28.0,35.0,22.0,29.53037621,86.73346018,7.156563094,59.87232071,86.13,Loamy ,MungBean,6000
23.0,39.0,22.0,29.25649321,81.97952224,6.86483915,42.02483277,86.13,Loamy ,MungBean,6000
17.0,52.0,17.0,27.88352946,86.45147631,6.364967184,44.64407105,86.13,Loamy ,MungBean,6200
27.0,40.0,24.0,27.84026517,89.99615558,7.063022095,52.84626009,86.13,Loamy ,MungBean,7000
27.0,56.0,20.0,29.2114218,87.11497805,6.41874299,51.53848218,86.13,Loamy ,MungBean,8000
19.0,55.0,20.0,27.43329405,87.80507732,7.18530147,54.73367631,86.13,Loamy ,MungBean,8200
23.85341842192568,43.77786553253465,16.97510619491517,29.918599113670098,80.18249964756153,6.810556140832822,50.663696936354384,85.95675995570575,Loamy ,MungBean,700
25.01788301279631,58.80856145856175,19.027598594090353,29.06923267135373,83.64982133683519,6.5817044150492094,44.12665243428074,86.07883584229155,Loamy ,MungBean,700
32.184669697187246,55.894801754103845,20.934049755148553,27.366626564267527,88.65128368507465,6.805898805779846,58.31243382647136,86.05320635795236,Loamy ,MungBean,700
18.974914095192265,39.23533364675722,16.98965795937738,29.346299180806596,81.77121211507752,6.834778894921807,44.43376746416316,85.94451538278462,Loamy ,MungBean,700
5.963896592286464,47.21791889374617,18.140868341228792,29.228999036687956,80.25361415057924,6.724600716695259,40.159536703682846,86.19980474860502,Loamy ,MungBean,750
8.104650333137235,45.068256072458304,18.00985771818603,28.072639350870812,85.46975595819649,6.856018271612846,43.35642438339605,86.12143287521324,Loamy ,MungBean,800
38.806053727049495,37.00395380372158,14.787713123918056,29.12421279663703,83.77502552402943,6.899535218958361,59.81472729058641,86.04737596113756,Loamy ,MungBean,800
3.9479815494389885,40.14435604563571,20.964381526687877,28.804448528092426,80.6679770007051,6.699759094421136,44.26897213320273,85.96711136124901,Loamy ,MungBean,800
13.89098343615135,47.981824690304705,20.86599779556017,29.073063751344502,84.89617235260361,7.017085749637575,53.36619903125306,86.20323329479419,Loamy ,MungBean,850
9.93693322383564,36.920578599638795,22.076449582099556,28.357682055109404,89.21898383452358,6.831823978133536,58.55480891033084,85.97046671132728,Loamy ,MungBean,900
0.9785127118372142,47.843332109395334,24.068870586187266,29.41186884616789,85.54242128493297,6.260386867484734,59.04960825800293,86.28554686169589,Loamy ,MungBean,950
11.02427844856446,46.16388092530249,23.991662380549222,27.701920388253093,89.83955056201633,6.561046111258052,56.486419716362825,86.18092991118411,Loamy ,MungBean,1100
40.0261948339327,58.0940172723703,15.113620034071443,29.25119817621275,87.61576684251345,7.153007863768898,43.17820322987223,86.14791906813507,Loamy ,MungBean,1100
29.98152192664214,37.05689279778352,25.13035034276139,29.838043941475267,80.25560584619862,7.228852453722046,54.682040711549625,86.07219766525051,Loamy ,MungBean,1200
25.981204269141056,53.855734732816394,17.0060012416383,28.612508404012566,88.91754661713281,6.260789239912224,49.58661668287671,86.08769721547769,Loamy ,MungBean,1200
22.81098319263417,45.096532271721024,22.88736698070088,28.783330847890976,86.62048303353001,6.878807984663182,56.21106456183226,86.13180895548378,Loamy ,MungBean,1325
20.051324118270514,44.94624973750049,22.041079915810595,29.56153489421418,90.0278673205251,6.907125373319636,54.76561898135177,86.09957491541782,Loamy ,MungBean,1400
35.88054551533172,42.9859746239242,21.037112065312158,28.3527499536864,84.70719951877551,7.030165089392048,52.888040678671956,86.2824940096618,Loamy ,MungBean,1400
35.957177175796176,38.255780179929424,15.041444104855984,28.331072215223482,87.62212047432206,6.249896994562687,57.97238589471415,86.13524313630967,Loamy ,MungBean,1400
36.909658464507146,49.93337183695694,22.888317127759933,29.628720398380345,88.54294812685538,6.572543952847141,56.046584362528314,86.20100708159517,Loamy ,MungBean,1400
11.140719575965853,59.91608774323597,22.932452465787893,27.428159743262594,88.64673091765579,7.279054186955032,51.199597871439586,86.0067748222923,Loamy ,MungBean,1500
4.03298844885269,41.056656784898344,19.846300136947317,28.16312744888207,83.67387381627239,6.580517059996792,37.551345756792344,86.19601806541115,Loamy ,MungBean,1500
16.983646546815457,57.9243568438777,19.88585555259884,27.98499680623249,86.05516954239592,6.444154806183417,39.30828875893895,85.98350635740312,Loamy ,MungBean,1600
9.029861203427837,57.1558418043792,23.90886635989805,30.02680332033139,89.7721500313666,7.132009311740923,43.19086535369215,86.13595688335909,Loamy ,MungBean,1700
37.16826529419762,49.00463986487345,24.976358181189855,29.854785657049355,85.747065483192,6.45756231802247,41.461397380060376,86.04630183478886,Loamy ,MungBean,1700
30.99229571539272,40.059673187041405,22.0109085528024,29.23174644892339,86.18091801119434,6.331135844948421,53.21329150155936,85.97086252543663,Loamy ,MungBean,1700
5.925768841460034,36.95988482048607,16.963400657409455,28.135355348245483,80.39060364847631,6.852181486298808,38.19662595193602,85.97401481464767,Loamy ,MungBean,1750
31.120606530147565,47.91882362549782,17.070101629228667,28.74046207817994,86.95385942379292,6.32126607773021,53.790626071940984,86.19926365206126,Loamy ,MungBean,1800
9.907161479180632,56.01974592684199,15.960860471184402,27.995393135450186,80.92648997530304,6.8290841065469765,36.391437812444174,86.12696734296314,Loamy ,MungBean,1900
